#mpa_v30_CHOCOPhlAn_201901
#/home/allie/src/miniconda3/envs/bf_its/bin/metaphlan SRR13378577.uniq.fa.gz --input_type fasta --nproc 8 -t rel_ab_w_read_stats --biom ../SRR13378577.biom -o ../SRR13378577.metaphlan.out
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:2525726
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.98288	0.78738	2525488
k__Archaea	2157	0.01712	0.00013	238
k__Bacteria|p__Firmicutes	2|1239	47.31445	0.37261	1099852
k__Bacteria|p__Bacteroidetes	2|976	45.79479	0.36064	1213244
k__Bacteria|p__Proteobacteria	2|1224	4.02332	0.03168	143071
k__Bacteria|p__Actinobacteria	2|201174	1.98202	0.01561	34215
k__Bacteria|p__Lentisphaerae	2|256845	0.8457	0.00666	34631
k__Bacteria|p__Fusobacteria	2|32066	0.0226	0.00018	475
k__Archaea|p__Euryarchaeota	2157|28890	0.01712	0.00013	238
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	45.79479	0.36064	1213244
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	41.92267	0.33015	1007556
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	4.20045	0.03308	67660
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	2.69468	0.02122	117488
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	1.98202	0.01561	34215
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.96142	0.00757	20622
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.8457	0.00666	34631
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.66813	0.00526	13306
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.34333	0.0027	4347
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.32879	0.00259	6124
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.1944	0.00153	5206
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.02389	0.00019	614
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	0.0226	0.00018	475
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.01712	0.00013	238
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	45.79479	0.36064	1213244
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	41.92267	0.33015	1007556
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	4.20045	0.03308	67660
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	2.69468	0.02122	117488
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	1.95544	0.0154	33692
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.96142	0.00757	20622
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	2|256845|1313211|278082	0.8457	0.00666	34631
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.66813	0.00526	13306
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2|1224|29547|213849	0.34333	0.0027	4347
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.1944	0.00153	5206
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.15501	0.00122	2791
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2|1239|909932|909929	0.12049	0.00095	2445
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.05329	0.00042	888
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.02658	0.00021	523
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	0.02389	0.00019	614
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	0.0226	0.00018	475
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.01712	0.00013	238
