#mpa_v30_CHOCOPhlAn_201901
#/home/allie/src/miniconda3/envs/bf_its/bin/metaphlan SRR13378616.uniq.fa.gz --input_type fasta --nproc 8 -t rel_ab_w_read_stats --biom ../SRR13378616.biom -o ../SRR13378616.metaphlan.out
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:8118307
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.85036	2.35858	8112060
k__Archaea	2157	0.14964	0.00353	6247
k__Bacteria|p__Firmicutes	2|1239	60.0448	1.41833	4323895
k__Bacteria|p__Bacteroidetes	2|976	24.36197	0.57546	2154569
k__Bacteria|p__Proteobacteria	2|1224	12.46832	0.29452	1476822
k__Bacteria|p__Actinobacteria	2|201174	2.94892	0.06966	153537
k__Archaea|p__Euryarchaeota	2157|28890	0.14964	0.00353	6247
k__Bacteria|p__Lentisphaerae	2|256845	0.02636	0.00062	3237
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	53.69825	1.26842	3944791
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	24.36197	0.57546	2154569
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	11.08757	0.2619	1374387
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.45623	0.05802	127824
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	2.25644	0.0533	132022
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	2.12839	0.05028	123037
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.6299	0.0385	108513
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	1.01559	0.02399	78328
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.49269	0.01164	25713
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.36516	0.00863	24107
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.33182	0.00784	15532
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.14964	0.00353	6247
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.02636	0.00062	3237
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	53.69825	1.26842	3944791
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	24.36197	0.57546	2154569
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	10.25593	0.24226	1331975
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	2.33995	0.05527	120953
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	2.25644	0.0533	132022
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	1.6299	0.0385	108513
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2|1239|909932|909929	1.27396	0.03009	77550
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Burkholderiales	2|1224|28216|80840	1.01559	0.02399	78328
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2|1224|1236|135625	0.83163	0.01964	42412
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.73394	0.01734	39649
k__Bacteria|p__Actinobacteria|c__Actinobacteria|o__Bifidobacteriales	2|201174|1760|85004	0.49269	0.01164	25713
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.36516	0.00863	24107
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.33182	0.00784	15532
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.14964	0.00353	6247
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.12049	0.00285	5838
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.11627	0.00275	6871
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	2|256845|1313211|278082	0.02636	0.00062	3237
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	25.83558	0.61027	2150076
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	19.97941	0.47194	1677534
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	18.52141	0.4375	1291175
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	10.25593	0.24226	1331975
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2|1239|186801|186802|31979	4.69978	0.11101	287940
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	2.5418	0.06004	140284
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	2.33995	0.05527	120953
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	2.33462	0.05515	291136
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	2.25644	0.0533	132022
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2|1239|186801|186802|216572	2.07816	0.04909	73806
