#mpa_v30_CHOCOPhlAn_201901
#/home/allie/src/miniconda3/envs/bf_its/bin/metaphlan SRR13378589.uniq.fa.gz --input_type fasta --nproc 8 -t rel_ab_w_read_stats --biom ../SRR13378589.biom -o ../SRR13378589.metaphlan.out
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:1472801
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.99533	0.46671	1472443
k__Eukaryota	2759	0.00467	2e-05	358
k__Bacteria|p__Bacteroidetes	2|976	78.14946	0.36475	1200151
k__Bacteria|p__Firmicutes	2|1239	18.16693	0.08479	221857
k__Bacteria|p__Spirochaetes	2|203691	2.73196	0.01275	33940
k__Bacteria|p__Proteobacteria	2|1224	0.48734	0.00227	11752
k__Bacteria|p__Actinobacteria	2|201174	0.45964	0.00215	4743
k__Eukaryota|p__Eukaryota_unclassified	2759|	0.00467	2e-05	358
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	78.14946	0.36475	1200151
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	16.87568	0.07876	208923
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2|203691|203692	2.73196	0.01275	33940
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.91951	0.00429	8526
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.48447	0.00226	11716
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.45964	0.00215	4743
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.23987	0.00112	2560
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.09259	0.00043	970
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.03927	0.00018	878
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified	2759||	0.00467	2e-05	358
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.00287	1e-05	36
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	78.14946	0.36475	1200151
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	16.87568	0.07876	208923
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	2|203691|203692|136	2.39747	0.01119	30102
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.91951	0.00429	8526
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.48447	0.00226	11716
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.42471	0.00198	4336
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales	2|203691|203692|1643686	0.33449	0.00156	3838
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.23987	0.00112	2560
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.09259	0.00043	970
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.03927	0.00018	878
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.03494	0.00016	407
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified|o__Eukaryota_unclassified	2759|||	0.00467	2e-05	358
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.00287	1e-05	36
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	77.6061	0.36221	1191379
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	7.10253	0.03315	106474
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	4.01797	0.01875	53085
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2|1239|186801|186802|216572	4.00551	0.01869	27439
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	2|203691|203692|136|137	2.39747	0.01119	30102
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	0.99607	0.00465	12816
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	0.91951	0.00429	8526
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2|1239|186801|186802|31979	0.68805	0.00321	8194
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	0.48447	0.00226	11716
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	0.47185	0.0022	7413
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	0.42471	0.00198	4336
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae	2|203691|203692|1643686|143786	0.33449	0.00156	3838
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2|1239|909932|1843488|909930	0.23987	0.00112	2560
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	2|1239|91061|186826|81850	0.09259	0.00043	970
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	0.04479	0.00021	1052
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	2|1239|186801|186802|186804	0.04117	0.00019	571
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	0.03927	0.00018	878
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2|201174|84998|1643822|1643826	0.03494	0.00016	407
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae	2|976|200643|171549|171550	0.02673	0.00012	307
