#mpa_v30_CHOCOPhlAn_201901
#/home/allie/src/miniconda3/envs/bf_its/bin/metaphlan SRR13378586.uniq.fa.gz --input_type fasta --nproc 8 -t rel_ab_w_read_stats --biom ../SRR13378586.biom -o ../SRR13378586.metaphlan.out
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:4441413
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.92727	1.31304	4428374
k__Eukaryota	2759	0.07273	0.00096	13039
k__Bacteria|p__Bacteroidetes	2|976	86.84652	1.14116	3901210
k__Bacteria|p__Firmicutes	2|1239	12.75413	0.16759	515928
k__Bacteria|p__Spirochaetes	2|203691	0.20727	0.00272	7791
k__Bacteria|p__Actinobacteria	2|201174	0.11729	0.00154	3372
k__Eukaryota|p__Ascomycota	2759|4890	0.05135	0.00067	8412
k__Eukaryota|p__Eukaryota_unclassified	2759|	0.02139	0.00028	4627
k__Bacteria|p__Proteobacteria	2|1224	0.00206	3e-05	73
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	86.84652	1.14116	3901210
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	12.12443	0.15932	496737
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.29421	0.00387	8850
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.24336	0.0032	7100
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2|203691|203692	0.20727	0.00272	7791
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.11729	0.00154	3372
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.08744	0.00115	3090
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	2759|4890|4891	0.05135	0.00067	8412
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified	2759||	0.02139	0.00028	4627
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.00469	6e-05	151
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.00206	3e-05	73
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	86.84652	1.14116	3901210
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	12.12443	0.15932	496737
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.29187	0.00384	8771
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.24336	0.0032	7100
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	2|203691|203692|136	0.19004	0.0025	7235
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.11729	0.00154	3372
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.08744	0.00115	3090
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales	2759|4890|4891|4892	0.05135	0.00067	8412
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified|o__Eukaryota_unclassified	2759|||	0.02139	0.00028	4627
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales	2|203691|203692|1643686	0.01723	0.00023	556
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.00469	6e-05	151
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales	2|1239|909932|909929	0.00234	3e-05	79
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.00206	3e-05	73
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	86.66033	1.13872	3892974
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	9.3013	0.12222	410170
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	2.21693	0.02913	71107
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2|1239|186801|186802|216572	0.4176	0.00549	8038
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2|1239|909932|1843488|909930	0.29187	0.00384	8771
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	2|1239|91061|186826|81850	0.22489	0.00296	6635
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	2|203691|203692|136|137	0.19004	0.0025	7235
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	0.18619	0.00245	8236
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	0.11729	0.00154	3372
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	0.08744	0.00115	3090
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	0.07847	0.00103	3223
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2|1239|186801|186802|31979	0.0543	0.00071	2002
k__Eukaryota|p__Ascomycota|c__Saccharomycetes|o__Saccharomycetales|f__Saccharomycetaceae	2759|4890|4891|4892|4893	0.05135	0.00067	8412
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Peptostreptococcaceae	2|1239|186801|186802|186804	0.03187	0.00042	1244
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified	2|1239|186801|186802|	0.02396	0.00031	953
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified|o__Eukaryota_unclassified|f__Eukaryota_unclassified	2759||||	0.02139	0.00028	4627
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2|1239|91061|186826|33958	0.01847	0.00024	465
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae	2|203691|203692|1643686|143786	0.01723	0.00023	556
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	0.00469	6e-05	151
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Selenomonadales|f__Selenomonadaceae	2|1239|909932|909929|1843491	0.00234	3e-05	79
