#mpa_v30_CHOCOPhlAn_201901
#/home/allie/src/miniconda3/envs/bf_its/bin/metaphlan SRR13378594.uniq.fa.gz --input_type fasta --nproc 8 -t rel_ab_w_read_stats --biom ../SRR13378594.biom -o ../SRR13378594.metaphlan.out
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:377949
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	98.95205	0.12912	357114
k__Eukaryota	2759	0.96019	0.00125	20633
k__Archaea	2157	0.08776	0.00011	202
k__Bacteria|p__Bacteroidetes	2|976	53.99047	0.07045	211066
k__Bacteria|p__Firmicutes	2|1239	38.41541	0.05013	122642
k__Bacteria|p__Actinobacteria	2|201174	3.93169	0.00513	11236
k__Bacteria|p__Lentisphaerae	2|256845	0.96976	0.00127	6579
k__Eukaryota|p__Eukaryota_unclassified	2759|	0.96019	0.00125	20633
k__Bacteria|p__Spirochaetes	2|203691	0.84595	0.0011	2773
k__Bacteria|p__Proteobacteria	2|1224	0.79877	0.00104	2818
k__Archaea|p__Euryarchaeota	2157|28890	0.08776	0.00011	202
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	53.99047	0.07045	211066
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	33.05232	0.04313	105563
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	3.93169	0.00513	11236
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	3.50733	0.00458	10698
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.46127	0.00191	4360
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.96976	0.00127	6579
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified	2759||	0.96019	0.00125	20633
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2|203691|203692	0.84595	0.0011	2773
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.79877	0.00104	2818
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.39449	0.00051	2021
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.08776	0.00011	202
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	53.99047	0.07045	211066
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	33.05232	0.04313	105563
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	3.90129	0.00509	11137
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	3.50733	0.00458	10698
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	1.46127	0.00191	4360
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	2|256845|1313211|278082	0.96976	0.00127	6579
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified|o__Eukaryota_unclassified	2759|||	0.96019	0.00125	20633
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.79877	0.00104	2818
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	2|203691|203692|136	0.73088	0.00095	2404
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.39449	0.00051	2021
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales	2|203691|203692|1643686	0.11507	0.00015	369
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.08776	0.00011	202
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	0.0304	4e-05	99
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	53.60126	0.06994	209357
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	17.51378	0.02285	59642
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	8.07272	0.01053	26497
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2|1239|186801|186802|216572	4.54423	0.00593	9863
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	3.90129	0.00509	11137
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	3.50733	0.00458	10698
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2|1239|186801|186802|31979	1.57629	0.00206	5388
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2|1239|909932|1843488|909930	1.46127	0.00191	4360
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	1.3453	0.00176	4173
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales|f__Victivallaceae	2|256845|1313211|278082|255528	0.96976	0.00127	6579
k__Eukaryota|p__Eukaryota_unclassified|c__Eukaryota_unclassified|o__Eukaryota_unclassified|f__Eukaryota_unclassified	2759||||	0.96019	0.00125	20633
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	2|1224|28221|213115|194924	0.79877	0.00104	2818
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	2|203691|203692|136|137	0.73088	0.00095	2404
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	0.39449	0.00051	2021
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	0.38921	0.00051	1709
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae	2|203691|203692|1643686|143786	0.11507	0.00015	369
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	2157|28890|183925|2158|2159	0.08776	0.00011	202
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2|201174|84998|1643822|1643826	0.0304	4e-05	99
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella	2|976|200643|171549|171552|838	53.60126	0.06994	209357
