#mpa_v30_CHOCOPhlAn_201901
#/home/allie/src/miniconda3/envs/bf_its/bin/metaphlan SRR13378614.uniq.fa.gz --input_type fasta --nproc 8 -t rel_ab_w_read_stats --biom ../SRR13378614.biom -o ../SRR13378614.metaphlan.out
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:3188395
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.67883	1.08394	3182223
k__Archaea	2157	0.32117	0.00349	6172
k__Bacteria|p__Firmicutes	2|1239	73.74018	0.80187	2214388
k__Bacteria|p__Bacteroidetes	2|976	22.36892	0.24325	870274
k__Bacteria|p__Actinobacteria	2|201174	2.1532	0.02341	51526
k__Bacteria|p__Proteobacteria	2|1224	1.41654	0.0154	46035
k__Archaea|p__Euryarchaeota	2157|28890	0.32117	0.00349	6172
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	52.60935	0.57209	1668365
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	22.36892	0.24325	870274
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	8.78125	0.09549	208609
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	4.45821	0.04848	129153
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	4.0964	0.04455	101825
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	3.79497	0.04127	106436
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.1532	0.02341	51526
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	1.25636	0.01366	41192
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.32117	0.00349	6172
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.16017	0.00174	4843
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	52.60935	0.57209	1668365
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	22.36892	0.24325	870274
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	8.78125	0.09549	208609
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	4.45821	0.04848	129153
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	4.07652	0.04433	101382
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	3.79497	0.04127	106436
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	2.06597	0.02247	49153
