#mpa_v30_CHOCOPhlAn_201901
#/home/allie/src/miniconda3/envs/bf_its/bin/metaphlan SRR13378609.uniq.fa.gz --input_type fasta --nproc 8 -t rel_ab_w_read_stats --biom ../SRR13378609.biom -o ../SRR13378609.metaphlan.out
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:10245911
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	3.28496	10245911
k__Bacteria|p__Firmicutes	2|1239	76.47287	2.5121	8008382
k__Bacteria|p__Bacteroidetes	2|976	12.78065	0.41984	1448306
k__Bacteria|p__Actinobacteria	2|201174	10.27145	0.33741	744590
k__Bacteria|p__Proteobacteria	2|1224	0.28659	0.00941	26699
k__Bacteria|p__Spirochaetes	2|203691	0.18843	0.00619	17934
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	69.57812	2.28561	7388485
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	12.78065	0.41984	1448306
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	10.27145	0.33741	744590
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	2.99569	0.09841	227972
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	2.18618	0.07182	274257
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	1.66461	0.05468	114009
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.19655	0.00646	18701
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2|203691|203692	0.18843	0.00619	17934
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.09005	0.00296	7998
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.04826	0.00159	3659
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	69.57812	2.28561	7388485
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	12.78065	0.41984	1448306
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	9.66557	0.31751	694796
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	2.30745	0.0758	173354
