#mpa_v30_CHOCOPhlAn_201901
#/home/allie/src/miniconda3/envs/bf_its/bin/metaphlan SRR13378574.uniq.fa.gz --input_type fasta --nproc 8 -t rel_ab_w_read_stats --biom ../SRR13378574.biom -o ../SRR13378574.metaphlan.out
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:4895214
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	1.40692	4895214
k__Bacteria|p__Bacteroidetes	2|976	82.13617	1.15559	4154532
k__Bacteria|p__Firmicutes	2|1239	13.51027	0.19008	578806
k__Bacteria|p__Actinobacteria	2|201174	2.22411	0.03129	68591
k__Bacteria|p__Spirochaetes	2|203691	1.73438	0.0244	65744
k__Bacteria|p__Proteobacteria	2|1224	0.3616	0.00509	25094
k__Bacteria|p__Lentisphaerae	2|256845	0.03346	0.00047	2447
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	82.13617	1.15559	4154532
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	12.20838	0.17176	533897
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	2.22411	0.03129	68591
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2|203691|203692	1.73438	0.0244	65744
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.66504	0.00936	18264
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.35601	0.00501	24787
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.30929	0.00435	16377
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.26287	0.0037	8396
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.0647	0.00091	1872
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.03346	0.00047	2447
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.0056	8e-05	307
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	82.13617	1.15559	4154532
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	12.20838	0.17176	533897
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	2.19485	0.03088	67562
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales	2|203691|203692|1643686	1.73438	0.0244	65744
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.66504	0.00936	18264
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.30929	0.00435	16377
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.29589	0.00416	23060
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.24174	0.0034	7778
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.0647	0.00091	1872
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2|1224|1236|135625	0.06012	0.00085	1727
