#mpa_v30_CHOCOPhlAn_201901
#/home/allie/src/miniconda3/envs/bf_its/bin/metaphlan SRR13378552.uniq.fa.gz --input_type fasta --nproc 8 -t rel_ab_w_read_stats --biom ../SRR13378552.biom -o ../SRR13378552.metaphlan.out
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:1270488
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	99.98446	0.4117	1270375
k__Archaea	2157	0.01554	6e-05	113
k__Bacteria|p__Firmicutes	2|1239	50.96813	0.20987	572358
k__Bacteria|p__Bacteroidetes	2|976	47.02359	0.19363	669110
k__Bacteria|p__Spirochaetes	2|203691	1.11418	0.00459	11393
k__Bacteria|p__Proteobacteria	2|1224	0.8461	0.00348	17078
k__Bacteria|p__Actinobacteria	2|201174	0.02081	9e-05	187
k__Archaea|p__Euryarchaeota	2157|28890	0.01554	6e-05	113
k__Bacteria|p__Lentisphaerae	2|256845	0.01164	5e-05	249
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	49.26595	0.20286	554173
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	47.02359	0.19363	669110
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2|203691|203692	1.11418	0.00459	11393
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.0977	0.00452	10350
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.76824	0.00316	16212
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.48456	0.002	5467
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.11992	0.00049	2368
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.07786	0.00032	866
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.02081	9e-05	187
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	0.01554	6e-05	113
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.01164	5e-05	249
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	49.26595	0.20286	554173
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	47.02359	0.19363	669110
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	1.09203	0.0045	10283
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales	2|203691|203692|1643686	1.05037	0.00433	10632
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.76824	0.00316	16212
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.48456	0.002	5467
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.11992	0.00049	2368
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.07786	0.00032	866
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	2|203691|203692|136	0.06381	0.00026	761
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.02081	9e-05	187
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales	2157|28890|183925|2158	0.01554	6e-05	113
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	2|256845|1313211|278082	0.01164	5e-05	249
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.00567	2e-05	67
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	45.75183	0.18839	644904
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	37.87887	0.15597	434978
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2|1239|186801|186802|31979	6.81915	0.02808	72090
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	2.40616	0.00991	25841
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	1.12712	0.00464	14693
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2|1239|909932|1843488|909930	1.09203	0.0045	10283
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Brachyspirales|f__Brachyspiraceae	2|203691|203692|1643686|143786	1.05037	0.00433	10632
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2|1239|186801|186802|216572	0.98329	0.00405	5931
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	0.76824	0.00316	16212
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	0.70371	0.0029	14738
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	0.48456	0.002	5467
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	0.38949	0.0016	6370
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae	2|976|200643|171549|1853231	0.17856	0.00074	3098
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	0.11992	0.00049	2368
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales|f__Desulfovibrionaceae	2|1224|28221|213115|194924	0.07786	0.00032	866
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	2|203691|203692|136|137	0.06381	0.00026	761
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified	2|1239|186801|186802|	0.05137	0.00021	640
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	0.02081	9e-05	187
k__Archaea|p__Euryarchaeota|c__Methanobacteria|o__Methanobacteriales|f__Methanobacteriaceae	2157|28890|183925|2158|2159	0.01554	6e-05	113
