#mpa_v30_CHOCOPhlAn_201901
#/home/allie/src/miniconda3/envs/bf_its/bin/metaphlan SRR13378554.uniq.fa.gz --input_type fasta --nproc 8 -t rel_ab_w_read_stats --biom ../SRR13378554.biom -o ../SRR13378554.metaphlan.out
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:830213
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	0.25951	830213
k__Bacteria|p__Bacteroidetes	2|976	85.88263	0.22287	723010
k__Bacteria|p__Firmicutes	2|1239	11.77487	0.03056	91622
k__Bacteria|p__Spirochaetes	2|203691	2.21458	0.00575	14855
k__Bacteria|p__Actinobacteria	2|201174	0.12792	0.00033	726
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	85.88263	0.22287	723010
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	11.5968	0.03009	90297
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2|203691|203692	2.21458	0.00575	14855
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.12792	0.00033	726
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	0.09731	0.00025	577
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.04708	0.00012	585
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.03368	9e-05	163
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	85.88263	0.22287	723010
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	11.5968	0.03009	90297
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales	2|203691|203692|136	2.21458	0.00575	14855
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.12792	0.00033	726
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	0.09731	0.00025	577
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.04708	0.00012	585
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.03368	9e-05	163
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	85.7857	0.22262	722003
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	7.743	0.02009	65698
k__Bacteria|p__Spirochaetes|c__Spirochaetia|o__Spirochaetales|f__Spirochaetaceae	2|203691|203692|136|137	2.21458	0.00575	14855
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	1.30496	0.00339	9879
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2|1239|186801|186802|216572	1.30483	0.00339	5146
