SpeciesID	SRR13378546	SRR13378550	SRR13378552	SRR13378554	SRR13378555	SRR13378556	SRR13378560	SRR13378562	SRR13378563	SRR13378564	SRR13378565	SRR13378566	SRR13378567	SRR13378569	SRR13378571	SRR13378573	SRR13378574	SRR13378577	SRR13378578	SRR13378579	SRR13378580	SRR13378581	SRR13378582	SRR13378583	SRR13378584	SRR13378585	SRR13378586	SRR13378588	SRR13378589	SRR13378590	SRR13378591	SRR13378592	SRR13378594	SRR13378595	SRR13378597	SRR13378599	SRR13378600	SRR13378601	SRR13378602	SRR13378603	SRR13378605	SRR13378606	SRR13378607	SRR13378608	SRR13378609	SRR13378610	SRR13378614	SRR13378616	SRR13378618	SRR13378621	SRR13378622	SRR13378623	SRR13378624	SRR13378625	SRR13378628	SRR13378630	SRR13378631	SRR13378632	SRR13378633
S83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941	0	0	0	0	0	0	0	0	0	1270	0	0	0	2852	743	0	0	0	0
S84	21047	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292695	0	0	0	0	0	0	0	0	0	39822	0	0	0	0	0	0	3299	60960	42812	11206	0	0	917	182	0	0	0	0	224	10120	0	54997	2572	1589	8447	655	3256	10073	14680
S85	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3373	0	0	0	0	0	0	0	0	0	0	0	0	0	2417	0	0	0	0	0
S86	1327	0	0	0	0	0	0	952	0	0	0	0	0	0	0	0	0	0	0	1906	0	4208	0	0	0	23228	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703	0	0	67169	0	0	0	0	2145
S87	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237	0	0	0	0	0
S88	0	0	0	0	0	0	0	172866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S89	0	0	0	0	0	0	0	0	926	0	0	0	0	0	0	0	0	0	0	0	0	408	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319	0	0	3546	7042	0	0	0	0	0	0	0
S90	0	0	0	0	0	0	0	1764	0	0	0	0	0	0	0	0	0	0	0	730	0	1072	0	0	0	0	296	0	0	0	0	0	0	0	2758	157484	0	109304	0	0	0	0	0	0	678	1573	0	0	0	0	16239	14291	0	103	0	3650	2694	0	1380
S91	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188	189	165	17929	9992	0	0	0	0	0	3597	0	0	0	0	0	0	0	1955	0	0	0	493	0
S92	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449	0	0	0	0	0
S93	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S94	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1834	0	0	0	0	0	0	0	35524	0	0	0	0	0	0	0	8829	0	0	0	0	0	0	0	0	0	7612	0	0	0
S95	0	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2858	0	0	0	0	0	713	0
S96	0	0	0	0	2552	0	0	0	0	0	0	0	0	0	0	0	0	67106	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67531	0	0	0	0	0	0	0	129553	0	1374	0	269	0
S97	0	0	0	0	0	0	0	7885	0	0	0	0	0	0	0	0	0	0	0	1252	0	0	0	0	0	32	0	0	0	0	0	0	0	0	0	0	0	3707	0	460	0	0	0	0	0	897	16598	295	0	0	462	0	0	0	0	0	0	0	2646
S98	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169	0	0	0	0	0	0	2852	0	0	0	0	0	436	0	0	0	0	0	0	0	6793	0	0	0
S99	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7948	0	10252	0	0	0
S100	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227	0	0	0	0	0	0	0	0	0	0	0	0	1144	527	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28806	1071	0	932	0	2091	0	0	0
S101	1308	3049	0	0	2903	0	0	4089	0	1144	2104	0	260	0	0	0	847	0	3603	23535	0	9428	0	0	0	0	6635	0	970	0	0	34504	0	0	36120	40520	840	0	27165	246	4810	95	675	0	0	1110	2149	0	0	0	64194	5234	0	6694	474	60514	0	1508	4664
S102	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2578	0	0	0	0	0	0	0
S103	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33539	0	0	0	0	0	0	443	0	0	0	0	0	0	0	876	0	0	0	0	0	0	0	0
S104	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2181	0	0	0	0	0
S105	0	0	0	0	0	3239	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2522	0	0	0	0	0	0	0	0	0	0	0
S106	0	0	0	0	0	831	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S107	0	10704	0	0	0	0	0	0	38726	0	0	0	0	0	0	0	0	0	0	0	55	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S108	0	0	0	0	0	779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2120	0	0	0	0	0	0	0	0	0	0	0
S109	0	0	0	0	1925	0	0	1393	0	0	1517	1324	577	12865	0	709	16829	0	0	0	0	0	0	0	0	2170	0	0	0	204	0	1198	0	0	0	0	0	0	0	0	2358	0	63709	0	0	0	5922	0	0	0	200	1325	0	3360	400	0	2138	5690	0
S110	0	0	0	0	0	2496	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S111	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2624	0	0	0	0	4549	0	0	0	0	0	3102	0	0	0	0	0
S112	0	0	0	0	0	4780	0	0	0	315	0	0	0	850	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175	0	0	0	0	280	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S113	0	0	0	0	0	0	105	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S114	837	0	0	0	0	6805	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S115	0	0	0	0	767	43857	0	2825	845	2092	0	0	0	9120	0	2138	0	0	0	0	0	87	0	0	0	9585	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1529	0	1755	0	3687	1836	0	0	1214	0	0	0	0	0	0	253	0
S116	0	1879	0	0	52794	931	1228	14734	712	2992	1886	521	552	65253	0	2123	588	554	14198	0	0	4945	0	0	0	33189	0	0	0	0	961	0	0	0	0	3154	630	0	0	0	7275	0	744	0	36	7482	179868	2719	0	0	28238	0	0	0	0	1035	1064	8103	1264
S117	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S118	0	0	0	0	0	0	0	0	0	0	0	0	0	848	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S119	0	0	0	0	0	974	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S120	0	0	0	0	0	380	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S121	0	0	0	0	0	0	0	0	0	0	0	0	0	1325	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5863	0	0	0	0	0	0	0	0	0	0	0	0	1299	0	0	0	0	0	0	0	0	0
S122	0	0	0	0	0	0	0	0	0	0	0	0	0	460	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S123	0	0	0	0	0	1214	0	0	0	0	0	0	0	7370	0	1115	1830	0	0	0	0	0	0	1578	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S124	0	0	0	0	0	0	0	0	0	0	0	0	0	6289	0	0	0	0	0	0	0	0	0	0	0	6038	0	0	0	0	6438	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	230	0	0	0	0	1682	122	0	1362	0	0	0
S125	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16054	0	0	0	0	0	0	0	0	0	0	11278	0	0	0	0
S126	0	16886	0	104	0	0	524	0	3794	1235	0	4385	208	0	0	0	0	0	99	1231	825	0	177	0	0	0	0	353	206	0	0	1713	0	381	1700	0	1561	353	2691	5547	0	0	5517	0	0	293	0	56062	0	0	0	0	0	1533	3093	322	1413	0	0
S127	0	485	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S128	0	684	0	933	0	2841	1020	0	0	1757	0	3286	0	12559	0	0	0	0	532	0	0	394	100	1885	0	0	696	0	0	0	504	1534	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S129	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54654	0	0	0	0	2267	0	0	0	0	0	0	0	0	0	0	0	62473	0	0	0	3208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483	0	0	0	0
S130	0	0	45760	0	0	0	0	0	0	0	0	3342	0	0	20338	3664	0	0	0	7693	12894	0	79161	0	0	0	0	0	2184	0	0	0	2472	12150	0	0	2845	8403	0	49169	0	0	899	0	0	0	0	0	4494	23619	0	0	0	9712	36379	0	0	0	0
S131	0	0	26330	0	0	0	6360	4617	64675	313	0	1904	0	1077	1441	1399	0	570	8862	3979	0	3088	0	0	789	0	1306	2317	1702	1916	743	95959	2916	46342	5204	525	8489	96	12636	12965	6948	4598	0	0	5520	0	0	201089	8721	1311	0	0	0	2460	101681	0	37706	191	44093
S132	0	0	0	0	0	2360	0	0	0	0	0	0	7780	931	0	1491	4910	0	0	1226	0	55	1138	8579	0	390	0	0	1203	0	0	6318	0	0	0	0	0	0	0	9490	37100	0	6690	0	17016	0	0	0	0	0	0	0	0	2213	646	0	3504	4912	7605
S133	0	0	0	0	0	0	0	0	272	3229	0	0	4485	0	0	0	0	607	0	0	7796	0	49	9105	0	599	0	0	0	1171	310	0	0	0	357	3057	1033	6835	0	1659	782	1900	5855	0	28568	1149	0	30559	109077	0	0	0	0	0	19343	0	0	234	0
S134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26972	0	0	0	85	0	0	0	0	0	0	0	355	0	0	0	0	0	0	0	32924	0
S135	0	0	0	0	854	0	0	0	0	0	0	0	0	25543	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2899	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1231	0
S136	0	0	0	0	0	0	0	562	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149	0	0	0	0	0	1417	0	362	0	787	0	0	718	0	381	0	0	0	0	0	0	0	0	0	0	0	0	22	166
S137	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S138	0	0	640	0	0	0	2347	0	72	2659	0	0	11110	0	0	0	0	0	0	4791	0	518	0	0	0	0	953	144	344	0	0	0	0	743	0	0	13174	0	9537	3783	0	0	0	0	137	0	0	0	0	0	0	0	0	2211	0	0	0	0	5786
S139	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	723	0	0	0	0	0	0	0	0	0	0	0	0
S140	0	0	0	0	0	0	0	0	0	0	0	1195	0	1366	0	0	0	117	0	0	0	0	0	0	0	0	0	0	0	684	0	0	0	430	0	320	0	0	0	0	0	0	1322	0	195	301	111	59955	0	254	0	0	0	0	0	186	0	647	0
S141	0	41628	11849	0	12592	11022	4670	17011	21251	3670	8311	23428	2936	76512	2286	59555	8431	13323	27526	10687	8142	5940	1969	8148	0	6762	2752	600	3969	0	3922	0	0	5917	12293	1128	2620	665	6536	2019	1772	888	3780	0	1844	3190	7179	41940	0	0	1703	24692	0	241	6520	0	1883	8907	931
S142	0	8700	2844	309	3863	663	3355	9748	5999	0	0	3964	0	220	0	185	14624	12097	447	7179	7364	0	3691	178	0	1944	0	4525	2007	2900	1054	0	1909	5515	4147	2125	2920	9835	43	16980	4640	1701	8678	793	25105	11962	0	12853	3068	44	1369	11314	10690	1491	2510	3719	509	2884	3170
S143	0	2180	0	0	1197	1839	217	39621	4879	2551	9311	978	0	2113	0	0	1732	1021	0	2169	0	0	0	0	0	0	416	108	2073	1308	0	0	0	3208	8203	17998	6943	1764	15179	2112	6110	415	7588	0	48065	2083	12339	15206	0	0	8845	11009	3933	5206	2689	9188	2440	11543	4897
S144	0	13112	0	0	0	0	0	0	0	0	0	576	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59	0	0	0	0	0	0	0	0	0	0	1844	0	0	0	5152	0	0	0	0	10284	0	0	0	0	0	0	0	0	0	841	0
S145	0	101	0	0	3389	0	0	0	50	0	1418	3100	0	0	0	0	351	25	0	0	0	0	25	0	0	414	0	0	2618	21757	0	0	2264	3146	174608	14816	0	0	0	0	0	235	0	0	4975	188	102	0	0	0	106794	0	5448	0	7785	69587	18588	0	15669
S146	0	2245	0	0	2386	5317	0	0	8943	0	0	579	157	4497	0	0	0	6399	3069	0	200	1989	54	192	0	0	55	0	2149	0	3873	0	0	146	0	0	0	0	0	1926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S147	0	4334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240	0	0	4538	0	0	0	0	0	0	0	0	0	0	0	0	1720	0	0	0	0	5925	0	0	0	0	0	0	1822	16973	0	0	0	0	0	0	0	0	0	0	0	0
S148	0	439	0	0	0	0	0	94931	6196	0	0	0	0	0	0	20894	0	0	0	171	0	0	0	0	0	0	0	0	0	0	0	0	0	429	1501	1437	0	0	0	897	0	26580	5245	0	0	202	464173	0	0	200	0	0	0	0	0	0	13174	0	0
S149	0	2716	0	0	0	0	0	1931	0	0	0	0	0	0	0	0	14804	1199	47	0	0	0	448	1728	0	0	0	0	0	279	0	0	0	129	876	3506	0	351	0	0	3212	0	842	0	14529	184	3365	46	0	0	9066	1579	0	0	0	0	1608	1038	17391
S150	89	5189	85	0	3030	6488	2258	34832	5029	0	0	0	0	3017	0	860	245279	21414	9608	3196	1819	0	61130	2810	0	0	0	1127	4203	6636	5709	0	0	618	0	94836	0	17332	172	6778	24466	560	612330	0	190299	5453	5076	5686	5200	0	3380	5863	0	0	3213	439	1189	0	13030
S151	271	5351	0	0	0	0	0	391946	268	0	0	3614	0	0	0	427	1191	4280	1215	14462	14210	0	381	3002	0	817	176	5297	0	58027	48	0	554	23567	44313	59616	13215	34413	7112	22247	271	3024	481135	1094	159999	24033	18268	160446	5687	1523	4666	34071	107768	26107	6468	53140	7630	4787	11393
S152	1083	22728	0	548	0	1927	1974	76819	3852	121	1072	634	0	6633	0	430	2314	0	347	11996	288	0	4792	0	0	881	1001	858	1298	4495	8056	60	534	882	6910	19174	3382	2142	4279	4133	10647	262	15616	0	15657	4096	14213	24074	0	0	34528	6793	52873	836	0	3308	29829	0	709
S153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18251	0	0	0	0	0	0	0	0	6118	0	0	0	423250	0	0	0	0	0	0	0	0	8058	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S154	20480	19884	0	5383	28536	116888	9677	48647	13309	9188	5345	28487	1189	7090	924	2391	44382	2510	8070	55966	4898	5004	34024	35079	3165	19094	6769	20001	10361	403733	4589	12881	1282	46908	23324	579868	15985	106858	26662	28177	118102	4910	157902	0	235142	43208	64873	101996	48193	11165	173253	81453	63300	28250	68257	53236	111108	106823	32802
S155	2683	408282	0	10678	0	1444	3656	557673	6151	1140	0	0	3917	4616	577	0	2781	15860	3531	147	76261	49109	28054	0	1987	18194	22227	0	19124	7369	1805	0	671	93105	35791	46240	1338	20941	162416	33811	10482	0	123313	0	60064	7424	0	0	2629	0	0	0	0	1919	4826	220672	4539	34419	128324
S156	6865	0	13180	0	0	0	554	0	24049	12054	0	316	311	75	0	0	560	14579	255	2580	84256	1565	1436	1433	1007	684	825	6963	0	0	0	11661	38182	10612	84118	8340	1751	18062	25287	17148	16148	1806	317568	757	41240	0	0	1860	3704	0	0	0	0	5050	47297	2765	21050	7431	20256
S157	7515	6509	0	0	2394	13059	931	25232	1288	967	0	336	0	1150	0	0	1521	2203	691	55532	2908	568	129	4474	0	711	46	0	0	67589	692	1358	0	17436	36892	155313	22340	81236	2930	35894	7182	12845	314107	48	101523	5956	7966	15131	5507	3319	4183	8964	20849	25896	56796	13609	4886	8683	0
S158	45	9607	0	0	2717	20131	3547	3558	6707	6460	10522	5668	0	0	0	358	12823	14074	0	23538	1701	1522	38462	4849	3094	29817	3674	3460	3322	26893	3636	88788	1757	21167	10362	32351	3579	14537	21647	80034	35943	9089	170010	691	128747	6312	21797	145813	14013	534	15317	30299	7274	34940	171033	659	8365	21034	49786
S159	27624	0	0	0	363	5566	112	1243	0	6026	12375	0	0	57715	0	0	0	0	11401	0	159	0	0	0	0	0	0	0	617	0	0	0	928	812	0	0	0	0	0	0	0	0	482	0	39	15934	14151	0	0	0	13184	0	0	0	0	0	0	0	0
S160	3027	8538	0	0	2215	13216	0	50183	3869	0	0	1881	0	353	0	0	5195	2406	1683	9449	5527	376	2040	2860	52	1757	0	1519	828	40970	495	1768	0	22660	4996	67834	2733	35774	3561	32297	26743	1541	221252	0	195326	6964	3253	53591	6775	703	29523	11825	28093	3885	19304	8829	1474	28326	38219
S161	60047	26789	0	134	8911	29805	1688	328362	23424	861	142	2629	0	4825	0	1267	3275	21599	5589	7213	9738	4299	20885	2148	259	66473	2967	9395	3911	139870	921	21211	0	39389	15340	118072	15016	80070	14937	10572	36364	14123	256924	604	302787	46641	197377	47095	5095	0	31583	134692	5599	7988	46081	13613	32637	37625	33573
S162	0	11102	1051	0	0	0	2365	202612	55	0	2498	1014	0	1744	0	0	8996	7365	0	5589	4152	0	13355	793	1557	5797	452	4107	948	156893	600	4370	0	16863	7929	6749	696	12463	2102	60478	12102	0	55581	0	154051	308	3092	113211	5265	0	17946	146659	146038	612	17001	3091	6032	2101	44552
S163	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28395	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S164	725	527845	0	20845	34568	14447	139485	111737	39746	259712	133532	8342	24088	109236	1274	85695	12446	413488	452823	1985	22810	34644	6578	101314	4646	324473	265783	80364	23960	50167	40711	21627	7712	103651	32956	199877	1944	8928	6653	5119	622709	12743	23006	211	4103924	17251	61956	750381	88477	0	729923	607606	9814	6938	14534	56441	20841	25562	98253
S165	0	6674	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7697	0	0	0	0	0	0	5088	0	0	0	0	0	0	316	0	0	0	0	0	1500	0	0	0	0	1942	0	0	0	0	0	0	20500	0	0	0	0	0	2535	0
S166	0	123914	3982	5211	84003	0	6652	0	267246	0	33378	4830	6851	0	0	7532	0	73674	56486	0	2894	5169	464	1359	0	29493	17973	33674	0	8053	2377	0	2625	38	0	16473	4989	79	80	12284	73162	391	21589	0	250654	55601	4559	88337	0	0	0	17470	32741	224	8544	75712	0	0	1374
S167	0	79993	62	0	6242	2252	0	51133	4801	3125	11241	3540	0	1595	0	0	7597	2273	12227	56982	0	0	0	18085	0	14986	0	172	0	0	438	0	0	5819	0	4945	656	0	2791	144869	0	2308	8897	0	408	442	6071	12282	8917	907	11454	18151	0	1027	885	0	0	8281	0
S168	0	0	0	1578	3954	15979	2539	3431	5920	6236	0	0	0	71874	0	6888	4967	3100	217	427	0	3786	951	0	0	1713	27051	0	0	561	1393	68869	0	0	209	0	152	0	0	0	11918	0	0	0	30125	0	994	3204	0	0	88350	4177	0	0	0	0	0	0	2319
S169	0	38235	439	21321	36370	55041	8765	145090	39822	9273	61552	3573	4494	199	0	19047	31374	32369	13801	5270	0	19566	3747	31321	1968	10693	51170	0	37858	86117	12303	29603	3498	120985	89003	299399	13548	743	4553	25955	45401	1537	29108	0	173623	36052	130869	623215	2008	0	507718	269463	16931	9220	1915	64192	106092	91670	143980
S170	0	0	0	0	0	0	0	0	301	0	0	62860	0	872	1985	0	0	0	0	0	0	0	0	0	0	0	0	1190	0	0	951	0	1530	0	62	0	0	0	0	3135	0	1248	0	0	0	0	0	0	1824	0	0	0	0	1092	0	0	0	0	0
S171	0	0	0	0	0	0	0	0	0	0	0	2682	0	0	0	0	0	2775	6931	0	0	0	0	0	0	0	0	7061	0	0	0	0	369	0	0	0	1051	1582	392	0	0	11985	0	0	0	1919	0	0	1059	0	0	0	0	7380	2470	3722	0	0	0
S172	0	0	0	0	0	0	1318	0	2119	4021	0	1426	0	5509	0	1177	0	0	0	0	0	216	0	2389	0	0	4968	0	44	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S173	0	560	0	0	0	0	0	0	0	0	0	221	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	716	274	0	1668	685	576	1334	0	0	0	0	1706	0	522	0	1358	0	0	0	0	572	840	85	0	0	0
S174	0	0	7042	0	0	0	0	3213	0	0	0	0	0	587	0	0	0	0	35	0	432	0	738	0	0	0	0	0	0	887	0	0	0	1203	3067	47119	869	2751	63	2895	2336	0	1013	0	12105	0	4078	3754	0	0	487	1838	42202	296	526	0	148	850	2231
S175	771	26794	5931	4422	326	19669	5590	133184	15937	28465	34698	16781	9808	1065	2484	7649	1774	14610	7792	16029	16793	3441	3456	6777	6176	5467	8038	4941	27232	4570	2119	32509	5274	26250	15417	11948	9690	11237	4929	13601	14322	2406	16211	8829	40311	5358	6865	66418	8439	0	7405	7834	8513	8448	42034	5769	20931	21808	8111
S176	17679	24655	0	724	0	0	1269	977	1158	259	867	2197	0	0	0	0	1298	1348	0	7112	1546	1752	233	0	453	0	0	838	207	801	0	169	4589	35510	10564	1528	2512	5986	28009	19966	0	252	12769	1447	3087	3805	0	7388	8197	2028	0	1464	0	8210	2786	18472	719	5081	25
S177	0	5090	0	8228	0	2364	258	7688	6045	0	0	123	0	0	0	19631	1219	5085	0	4501	29958	0	0	0	0	0	1244	0	571	3142	564	0	0	18281	5943	6275	0	1266	0	0	326	0	4474	0	9179	6651	0	1510	0	0	0	43249	0	0	127	0	2192	172	860
S178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16719	0	0	0	0	0	0	0	0	0	0	8758	0	0	0	0
S179	0	754	542	0	565	1746	809	61322	0	156	2697	111	0	3255	549	432	1117	2506	8293	8720	6586	0	12844	145	188	78	1014	4922	749	16098	0	0	0	10300	6330	26594	18419	0	1677	568	76401	0	1270	0	17873	9319	9062	212671	0	0	13791	252540	11395	7235	5947	0	20931	7700	15183
S180	0	0	1393	337	0	0	0	0	0	0	0	278	0	0	0	0	0	0	49963	0	0	0	0	0	0	0	0	2523	0	0	0	0	0	0	0	0	0	0	4091	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
S181	2833	161918	55465	9284	15789	17730	33650	2238637	104918	88920	53535	18976	38610	29815	8425	69920	40437	211233	288168	36646	95149	30606	44969	24355	27387	34995	18577	56562	38321	146363	41575	178968	9397	194872	183467	389248	87119	19049	208007	66083	794198	102996	385363	735	859031	130117	427430	1048125	89595	1045	213311	679834	6409	52825	28137	141725	115238	125347	184936
S182	0	0	0	0	0	0	0	31304	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10359	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
