#mpa_v30_CHOCOPhlAn_201901
#/home/allie/src/miniconda3/envs/bf_its/bin/metaphlan SRR13378605.uniq.fa.gz --input_type fasta --nproc 8 -t rel_ab_w_read_stats --biom ../SRR13378605.biom -o ../SRR13378605.metaphlan.out
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:2570904
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	0.81267	2570904
k__Bacteria|p__Firmicutes	2|1239	83.73045	0.68045	2107452
k__Bacteria|p__Bacteroidetes	2|976	14.97805	0.12172	429712
k__Bacteria|p__Actinobacteria	2|201174	0.80162	0.00651	14253
k__Bacteria|p__Proteobacteria	2|1224	0.48988	0.00398	19487
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	80.34923	0.65298	2028509
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	14.97805	0.12172	429712
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.53375	0.01246	28430
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.89846	0.0073	33624
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.85554	0.00695	14996
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	0.80162	0.00651	14253
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.43888	0.00357	18403
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.09348	0.00076	1893
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.04051	0.00033	890
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria	2|1224|28216	0.0105	9e-05	194
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	80.34923	0.65298	2028509
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	14.97805	0.12172	429712
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	1.4905	0.01211	27702
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	0.89846	0.0073	33624
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	0.85554	0.00695	14996
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	0.80162	0.00651	14253
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	0.43888	0.00357	18403
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.09348	0.00076	1893
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.04325	0.00035	728
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.04051	0.00033	890
k__Bacteria|p__Proteobacteria|c__Betaproteobacteria|o__Neisseriales	2|1224|28216|206351	0.0105	9e-05	194
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	38.92573	0.31634	1053976
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	37.53599	0.30504	899321
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	14.41755	0.11717	409080
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae	2|1239|186801|186802|31979	2.07896	0.0169	44830
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2|1239|909932|1843488|909930	1.4905	0.01211	27702
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2|1239|186801|186802|216572	1.20309	0.00978	14322
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	0.89846	0.0073	33624
