#mpa_v30_CHOCOPhlAn_201901
#/home/allie/src/miniconda3/envs/bf_its/bin/metaphlan SRR13378606.uniq.fa.gz --input_type fasta --nproc 8 -t rel_ab_w_read_stats --biom ../SRR13378606.biom -o ../SRR13378606.metaphlan.out
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:700400
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	92.39628	0.22664	667436
k__Archaea	2157	7.60372	0.01865	32964
k__Bacteria|p__Firmicutes	2|1239	45.8212	0.1124	315221
k__Bacteria|p__Bacteroidetes	2|976	31.13598	0.07637	260102
k__Bacteria|p__Actinobacteria	2|201174	13.41125	0.0329	72358
k__Archaea|p__Euryarchaeota	2157|28890	7.60372	0.01865	32964
k__Bacteria|p__Spirochaetes	2|203691	1.06132	0.0026	7262
k__Bacteria|p__Proteobacteria	2|1224	0.50342	0.00123	6586
k__Bacteria|p__Lentisphaerae	2|256845	0.46311	0.00114	5907
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	35.90787	0.08808	251618
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	31.13598	0.07637	260102
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	13.41125	0.0329	72358
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	7.60372	0.01865	32964
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	5.50302	0.0135	33092
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	2.63767	0.00647	14797
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.17604	0.00288	12767
k__Bacteria|p__Spirochaetes|c__Spirochaetia	2|203691|203692	1.06132	0.0026	7262
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	0.59659	0.00146	2947
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.46311	0.00114	5907
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	0.45383	0.00111	6258
