taxon	SRR13378546	SRR13378550	SRR13378552	SRR13378554	SRR13378555	SRR13378556	SRR13378560	SRR13378562	SRR13378563	SRR13378564	SRR13378565	SRR13378566	SRR13378567	SRR13378569	SRR13378571	SRR13378573	SRR13378574	SRR13378577	SRR13378578	SRR13378579	SRR13378580	SRR13378581	SRR13378582	SRR13378583	SRR13378584	SRR13378585	SRR13378586	SRR13378588	SRR13378589	SRR13378590	SRR13378591	SRR13378592	SRR13378594	SRR13378595	SRR13378597	SRR13378599	SRR13378600	SRR13378601	SRR13378602	SRR13378603	SRR13378605	SRR13378606	SRR13378607	SRR13378608	SRR13378609	SRR13378610	SRR13378614	SRR13378616	SRR13378618	SRR13378621	SRR13378622	SRR13378623	SRR13378624	SRR13378625	SRR13378628	SRR13378630	SRR13378631	SRR13378632	SRR13378633
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantarius 	0	0	0	0	1925.0	0	0	1393.0	0	0	1517.0	1324.0	577.0	12865.0	0	709.0	16829.0	0	0	0	0	0	0	0	0	2170.0	0	0	0	204.0	0	1198.0	0	0	0	0	0	0	0	0	2358.0	0	63709.0	0	0	0	5922.0	0	0	0	200.0	1325.0	0	3360.0	400.0	0	2138.0	5690.0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_infantis 	0	0	0	0	0	2496.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_lutetiensis 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2624.0	0	0	0	0	4549.0	0	0	0	0	0	3102.0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mitis 	0	0	0	0	0	4780.0	0	0	0	315.0	0	0	0	850.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	175.0	0	0	0	0	280.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_mutans 	0	0	0	0	0	0	105.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_oralis 	837.0	0	0	0	0	6805.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_parasanguinis 	0	0	0	0	767.0	43857.0	0	2825.0	845.0	2092.0	0	0	0	9120.0	0	2138.0	0	0	0	0	0	87.0	0	0	0	9585.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1529.0	0	1755.0	0	3687.0	1836.0	0	0	1214.0	0	0	0	0	0	0	253.0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius 	0	1879.0	0	0	52794.0	931.0	1228.0	14734.0	712.0	2992.0	1886.0	521.0	552.0	65253.0	0	2123.0	588.0	554.0	14198.0	0	0	4945.0	0	0	0	33189.0	0	0	0	0	961.0	0	0	0	0	3154.0	630.0	0	0	0	7275.0	0	744.0	0	36.0	7482.0	179868.0	2719.0	0	0	28238.0	0	0	0	0	1035.0	1064.0	8103.0	1264.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_salivarius_CAG_79 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	338.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sanguinis 	0	0	0	0	0	0	0	0	0	0	0	0	0	848.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_A12 	0	0	0	0	0	974.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	553.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_sp_HPH0090 	0	0	0	0	0	380.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_butyricum 	0	0	0	0	0	0	0	0	0	0	0	0	0	1325.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5863.0	0	0	0	0	0	0	0	0	0	0	0	0	1299.0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_celatum 	0	0	0	0	0	0	0	0	0	0	0	0	0	460.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_disporicum 	0	0	0	0	0	1214.0	0	0	0	0	0	0	0	7370.0	0	1115.0	1830.0	0	0	0	0	0	0	1578.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_perfringens 	0	0	0	0	0	0	0	0	0	0	0	0	0	6289.0	0	0	0	0	0	0	0	0	0	0	0	6038.0	0	0	0	0	6438.0	0	0	0	0	0	0	0	59.0	0	0	0	0	0	0	0	0	230.0	0	0	0	0	1682.0	122.0	0	1362.0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_7_2_43FAA 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9558.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16054.0	0	0	0	0	0	0	0	0	0	0	11278.0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_167 	0	16886.0	0	104.0	0	0	524.0	0	3794.0	1235.0	0	4385.0	208.0	0	0	0	0	0	99.0	1231.0	825.0	0	177.0	0	0	0	0	353.0	206.0	0	0	1713.0	0	381.0	1700.0	0	1561.0	353.0	2691.0	5547.0	0	0	5517.0	0	0	293.0	0	56062.0	0	0	0	0	0	1533.0	3093.0	322.0	1413.0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_242 	0	485.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_253 	0	684.0	0	933.0	0	2841.0	1020.0	0	0	1757.0	0	3286.0	0	12559.0	0	0	0	0	532.0	0	0	394.0	100.0	1885.0	0	0	696.0	0	0	0	504.0	1534.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_411 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	54654.0	0	0	0	0	2267.0	0	0	0	0	0	0	0	0	0	0	0	62473.0	0	0	0	3208.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	483.0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_413 	0	0	45760.0	0	0	0	0	0	0	0	0	3342.0	0	0	20338.0	3664.0	0	0	0	7693.0	12894.0	0	79161.0	0	0	0	0	0	2184.0	0	0	0	2472.0	12150.0	0	0	2845.0	8403.0	0	49169.0	0	0	899.0	0	0	0	0	0	4494.0	23619.0	0	0	0	9712.0	36379.0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_510 	0	0	26330.0	0	0	0	6360.0	4617.0	64675.0	313.0	0	1904.0	0	1077.0	1441.0	1399.0	0	570.0	8862.0	3979.0	0	3088.0	0	0	789.0	0	1306.0	2317.0	1702.0	1916.0	743.0	95959.0	2916.0	46342.0	5204.0	525.0	8489.0	96.0	12636.0	12965.0	6948.0	4598.0	0	0	5520.0	0	0	201089.0	8721.0	1311.0	0	0	0	2460.0	101681.0	0	37706.0	191.0	44093.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_590 	0	0	0	0	0	2360.0	0	0	0	0	0	0	7780.0	931.0	0	1491.0	4910.0	0	0	1226.0	0	55.0	1138.0	8579.0	0	390.0	0	0	1203.0	0	0	6318.0	0	0	0	0	0	0	0	9490.0	37100.0	0	6690.0	0	17016.0	0	0	0	0	0	0	0	0	2213.0	646.0	0	3504.0	4912.0	7605.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_632 	0	0	0	0	0	0	0	0	272.0	3229.0	0	0	4485.0	0	0	0	0	607.0	0	0	7796.0	0	49.0	9105.0	0	599.0	0	0	0	1171.0	310.0	0	0	0	357.0	3057.0	1033.0	6835.0	0	1659.0	782.0	1900.0	5855.0	0	28568.0	1149.0	0	30559.0	109077.0	0	0	0	0	0	19343.0	0	0	234.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_sp_CAG_964 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1217.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26972.0	0	0	0	85.0	0	0	0	0	0	0	0	355.0	0	0	0	0	0	0	0	32924.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiaceae|g__Clostridium|s__Clostridium_ventriculi 	0	0	0	0	854.0	0	0	0	0	0	0	0	0	25543.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2899.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1231.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Clostridiales_Family_XIII_Incertae_Sedis_unclassified|s__Eubacterium_sulci 	0	0	0	0	0	0	0	562.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	149.0	0	0	0	0	0	1417.0	0	362.0	0	787.0	0	0	718.0	0	381.0	0	0	0	0	0	0	0	0	0	0	0	0	22.0	166.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_Family_XIII_Incertae_Sedis|g__Mogibacterium|s__Mogibacterium_diversum 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	110.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Clostridiales_unclassified|s__Bacteroides_pectinophilus 	0	0	640.0	0	0	0	2347.0	0	72.0	2659.0	0	0	11110.0	0	0	0	0	0	0	4791.0	0	518.0	0	0	0	0	953.0	144.0	344.0	0	0	0	0	743.0	0	0	13174.0	0	9537.0	3783.0	0	0	0	0	137.0	0	0	0	0	0	0	0	0	2211.0	0	0	0	0	5786.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Clostridiales_unclassified|g__Intestinimonas|s__Intestinimonas_butyriciproducens 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74.0	0	0	0	0	0	0	0	0	0	0	0	0	723.0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_coprostanoligenes 	0	0	0	0	0	0	0	0	0	0	0	1195.0	0	1366.0	0	0	0	117.0	0	0	0	0	0	0	0	0	0	0	0	684.0	0	0	0	430.0	0	320.0	0	0	0	0	0	0	1322.0	0	195.0	301.0	111.0	59955.0	0	254.0	0	0	0	0	0	186.0	0	647.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_eligens 	0	41628.0	11849.0	0	12592.0	11022.0	4670.0	17011.0	21251.0	3670.0	8311.0	23428.0	2936.0	76512.0	2286.0	59555.0	8431.0	13323.0	27526.0	10687.0	8142.0	5940.0	1969.0	8148.0	0	6762.0	2752.0	600.0	3969.0	0	3922.0	0	0	5917.0	12293.0	1128.0	2620.0	665.0	6536.0	2019.0	1772.0	888.0	3780.0	0	1844.0	3190.0	7179.0	41940.0	0	0	1703.0	24692.0	0	241.0	6520.0	0	1883.0	8907.0	931.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_hallii 	0	8700.0	2844.0	309.0	3863.0	663.0	3355.0	9748.0	5999.0	0	0	3964.0	0	220.0	0	185.0	14624.0	12097.0	447.0	7179.0	7364.0	0	3691.0	178.0	0	1944.0	0	4525.0	2007.0	2900.0	1054.0	0	1909.0	5515.0	4147.0	2125.0	2920.0	9835.0	43.0	16980.0	4640.0	1701.0	8678.0	793.0	25105.0	11962.0	0	12853.0	3068.0	44.0	1369.0	11314.0	10690.0	1491.0	2510.0	3719.0	509.0	2884.0	3170.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ramulus 	0	2180.0	0	0	1197.0	1839.0	217.0	39621.0	4879.0	2551.0	9311.0	978.0	0	2113.0	0	0	1732.0	1021.0	0	2169.0	0	0	0	0	0	0	416.0	108.0	2073.0	1308.0	0	0	0	3208.0	8203.0	17998.0	6943.0	1764.0	15179.0	2112.0	6110.0	415.0	7588.0	0	48065.0	2083.0	12339.0	15206.0	0	0	8845.0	11009.0	3933.0	5206.0	2689.0	9188.0	2440.0	11543.0	4897.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_180 	0	13112.0	0	0	0	0	0	0	0	0	0	576.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	59.0	0	0	0	0	0	0	0	0	0	0	1844.0	0	0	0	5152.0	0	0	0	0	10284.0	0	0	0	0	0	0	0	0	0	841.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_251 	0	101.0	0	0	3389.0	0	0	0	50.0	0	1418.0	3100.0	0	0	0	0	351.0	25.0	0	0	0	0	25.0	0	0	414.0	0	0	2618.0	21757.0	0	0	2264.0	3146.0	174608.0	14816.0	0	0	0	0	0	235.0	0	0	4975.0	188.0	102.0	0	0	0	106794.0	0	5448.0	0	7785.0	69587.0	18588.0	0	15669.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_38 	0	2245.0	0	0	2386.0	5317.0	0	0	8943.0	0	0	579.0	157.0	4497.0	0	0	0	6399.0	3069.0	0	200.0	1989.0	54.0	192.0	0	0	55.0	0	2149.0	0	3873.0	0	0	146.0	0	0	0	0	0	1926.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_CAG_786 	0	4334.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	240.0	0	0	4538.0	0	0	0	0	0	0	0	0	0	0	0	0	1720.0	0	0	0	0	5925.0	0	0	0	0	0	0	1822.0	16973.0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_sp_OM08_24 	0	439.0	0	0	0	0	0	94931.0	6196.0	0	0	0	0	0	0	20894.0	0	0	0	171.0	0	0	0	0	0	0	0	0	0	0	0	0	0	429.0	1501.0	1437.0	0	0	0	897.0	0	26580.0	5245.0	0	0	202.0	464173.0	0	0	200.0	0	0	0	0	0	0	13174.0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae|g__Eubacterium|s__Eubacterium_ventriosum 	0	2716.0	0	0	0	0	0	1931.0	0	0	0	0	0	0	0	0	14804.0	1199.0	47.0	0	0	0	448.0	1728.0	0	0	0	0	0	279.0	0	0	0	129.0	876.0	3506.0	0	351.0	0	0	3212.0	0	842.0	0	14529.0	184.0	3365.0	46.0	0	0	9066.0	1579.0	0	0	0	0	1608.0	1038.0	17391.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Anaerostipes|s__Anaerostipes_hadrus 	89.0	5189.0	85.0	0	3030.0	6488.0	2258.0	34832.0	5029.0	0	0	0	0	3017.0	0	860.0	245279.0	21414.0	9608.0	3196.0	1819.0	0	61130.0	2810.0	0	0	0	1127.0	4203.0	6636.0	5709.0	0	0	618.0	0	94836.0	0	17332.0	172.0	6778.0	24466.0	560.0	612330.0	0	190299.0	5453.0	5076.0	5686.0	5200.0	0	3380.0	5863.0	0	0	3213.0	439.0	1189.0	0	13030.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_obeum 	271.0	5351.0	0	0	0	0	0	391946.0	268.0	0	0	3614.0	0	0	0	427.0	1191.0	4280.0	1215.0	14462.0	14210.0	0	381.0	3002.0	0	817.0	176.0	5297.0	0	58027.0	48.0	0	554.0	23567.0	44313.0	59616.0	13215.0	34413.0	7112.0	22247.0	271.0	3024.0	481135.0	1094.0	159999.0	24033.0	18268.0	160446.0	5687.0	1523.0	4666.0	34071.0	107768.0	26107.0	6468.0	53140.0	7630.0	4787.0	11393.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Blautia_wexlerae 	1083.0	22728.0	0	548.0	0	1927.0	1974.0	76819.0	3852.0	121.0	1072.0	634.0	0	6633.0	0	430.0	2314.0	0	347.0	11996.0	288.0	0	4792.0	0	0	881.0	1001.0	858.0	1298.0	4495.0	8056.0	60.0	534.0	882.0	6910.0	19174.0	3382.0	2142.0	4279.0	4133.0	10647.0	262.0	15616.0	0	15657.0	4096.0	14213.0	24074.0	0	0	34528.0	6793.0	52873.0	836.0	0	3308.0	29829.0	0	709.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_gnavus 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	18251.0	0	0	0	0	0	0	0	0	6118.0	0	0	0	423250.0	0	0	0	0	0	0	0	0	8058.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Blautia|s__Ruminococcus_torques 	20480.0	19884.0	0	5383.0	28536.0	116888.0	9677.0	48647.0	13309.0	9188.0	5345.0	28487.0	1189.0	7090.0	924.0	2391.0	44382.0	2510.0	8070.0	55966.0	4898.0	5004.0	34024.0	35079.0	3165.0	19094.0	6769.0	20001.0	10361.0	403733.0	4589.0	12881.0	1282.0	46908.0	23324.0	579868.0	15985.0	106858.0	26662.0	28177.0	118102.0	4910.0	157902.0	0	235142.0	43208.0	64873.0	101996.0	48193.0	11165.0	173253.0	81453.0	63300.0	28250.0	68257.0	53236.0	111108.0	106823.0	32802.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_crossotus 	2683.0	408282.0	0	10678.0	0	1444.0	3656.0	557673.0	6151.0	1140.0	0	0	3917.0	4616.0	577.0	0	2781.0	15860.0	3531.0	147.0	76261.0	49109.0	28054.0	0	1987.0	18194.0	22227.0	0	19124.0	7369.0	1805.0	0	671.0	93105.0	35791.0	46240.0	1338.0	20941.0	162416.0	33811.0	10482.0	0	123313.0	0	60064.0	7424.0	0	0	2629.0	0	0	0	0	1919.0	4826.0	220672.0	4539.0	34419.0	128324.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Butyrivibrio|s__Butyrivibrio_sp_CAG_318 	6865.0	0	13180.0	0	0	0	554.0	0	24049.0	12054.0	0	316.0	311.0	75.0	0	0	560.0	14579.0	255.0	2580.0	84256.0	1565.0	1436.0	1433.0	1007.0	684.0	825.0	6963.0	0	0	0	11661.0	38182.0	10612.0	84118.0	8340.0	1751.0	18062.0	25287.0	17148.0	16148.0	1806.0	317568.0	757.0	41240.0	0	0	1860.0	3704.0	0	0	0	0	5050.0	47297.0	2765.0	21050.0	7431.0	20256.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_catus 	7515.0	6509.0	0	0	2394.0	13059.0	931.0	25232.0	1288.0	967.0	0	336.0	0	1150.0	0	0	1521.0	2203.0	691.0	55532.0	2908.0	568.0	129.0	4474.0	0	711.0	46.0	0	0	67589.0	692.0	1358.0	0	17436.0	36892.0	155313.0	22340.0	81236.0	2930.0	35894.0	7182.0	12845.0	314107.0	48.0	101523.0	5956.0	7966.0	15131.0	5507.0	3319.0	4183.0	8964.0	20849.0	25896.0	56796.0	13609.0	4886.0	8683.0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_comes 	45.0	9607.0	0	0	2717.0	20131.0	3547.0	3558.0	6707.0	6460.0	10522.0	5668.0	0	0	0	358.0	12823.0	14074.0	0	23538.0	1701.0	1522.0	38462.0	4849.0	3094.0	29817.0	3674.0	3460.0	3322.0	26893.0	3636.0	88788.0	1757.0	21167.0	10362.0	32351.0	3579.0	14537.0	21647.0	80034.0	35943.0	9089.0	170010.0	691.0	128747.0	6312.0	21797.0	145813.0	14013.0	534.0	15317.0	30299.0	7274.0	34940.0	171033.0	659.0	8365.0	21034.0	49786.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Coprococcus|s__Coprococcus_eutactus 	27624.0	0	0	0	363.0	5566.0	112.0	1243.0	0	6026.0	12375.0	0	0	57715.0	0	0	0	0	11401.0	0	159.0	0	0	0	0	0	0	0	617.0	0	0	0	928.0	812.0	0	0	0	0	0	0	0	0	482.0	0	39.0	15934.0	14151.0	0	0	0	13184.0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_formicigenerans 	3027.0	8538.0	0	0	2215.0	13216.0	0	50183.0	3869.0	0	0	1881.0	0	353.0	0	0	5195.0	2406.0	1683.0	9449.0	5527.0	376.0	2040.0	2860.0	52.0	1757.0	0	1519.0	828.0	40970.0	495.0	1768.0	0	22660.0	4996.0	67834.0	2733.0	35774.0	3561.0	32297.0	26743.0	1541.0	221252.0	0	195326.0	6964.0	3253.0	53591.0	6775.0	703.0	29523.0	11825.0	28093.0	3885.0	19304.0	8829.0	1474.0	28326.0	38219.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Dorea|s__Dorea_longicatena 	60047.0	26789.0	0	134.0	8911.0	29805.0	1688.0	328362.0	23424.0	861.0	142.0	2629.0	0	4825.0	0	1267.0	3275.0	21599.0	5589.0	7213.0	9738.0	4299.0	20885.0	2148.0	259.0	66473.0	2967.0	9395.0	3911.0	139870.0	921.0	21211.0	0	39389.0	15340.0	118072.0	15016.0	80070.0	14937.0	10572.0	36364.0	14123.0	256924.0	604.0	302787.0	46641.0	197377.0	47095.0	5095.0	0	31583.0	134692.0	5599.0	7988.0	46081.0	13613.0	32637.0	37625.0	33573.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Fusicatenibacter|s__Fusicatenibacter_saccharivorans 	0	11102.0	1051.0	0	0	0	2365.0	202612.0	55.0	0	2498.0	1014.0	0	1744.0	0	0	8996.0	7365.0	0	5589.0	4152.0	0	13355.0	793.0	1557.0	5797.0	452.0	4107.0	948.0	156893.0	600.0	4370.0	0	16863.0	7929.0	6749.0	696.0	12463.0	2102.0	60478.0	12102.0	0	55581.0	0	154051.0	308.0	3092.0	113211.0	5265.0	0	17946.0	146659.0	146038.0	612.0	17001.0	3091.0	6032.0	2101.0	44552.0
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae|g__Lachnoclostridium|s__Clostridium_bolteae 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28395.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
