taxon	SRR13378546	SRR13378550	SRR13378552	SRR13378554	SRR13378555	SRR13378556	SRR13378560	SRR13378562	SRR13378563	SRR13378564	SRR13378565	SRR13378566	SRR13378567	SRR13378569	SRR13378571	SRR13378573	SRR13378574	SRR13378577	SRR13378578	SRR13378579	SRR13378580	SRR13378581	SRR13378582	SRR13378583	SRR13378584	SRR13378585	SRR13378586	SRR13378588	SRR13378589	SRR13378590	SRR13378591	SRR13378592	SRR13378594	SRR13378595	SRR13378597	SRR13378599	SRR13378600	SRR13378601	SRR13378602	SRR13378603	SRR13378605	SRR13378606	SRR13378607	SRR13378608	SRR13378609	SRR13378610	SRR13378614	SRR13378616	SRR13378618	SRR13378621	SRR13378622	SRR13378623	SRR13378624	SRR13378625	SRR13378628	SRR13378630	SRR13378631	SRR13378632	SRR13378633
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Odoribacteraceae|g__Odoribacter|s__Odoribacter_splanchnicus 	4950.0	120710.0	3098.0	0	0	0	6845.0	22430.0	0	6299.0	312982.0	10965.0	2443.0	0	4377.0	0	0	0	2900.0	20098.0	4069.0	5087.0	0	112.0	0	0	0	0	0	8581.0	0	0	0	106180.0	17861.0	26419.0	843.0	7706.0	0	0	0	0	9397.0	910.0	269.0	0	1605.0	37553.0	2261.0	0	0	24430.0	0	0	987.0	0	0	38984.0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Porphyromonadaceae|g__Sanguibacteroides|s__Sanguibacteroides_justesenii 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	987.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Paraprevotella|s__Paraprevotella_xylaniphila 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	628.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_buccalis 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	487.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_copri 	174.0	8304.0	407669.0	354074.0	313922.0	225207.0	73409.0	361130.0	1687326.0	496311.0	1020175.0	678371.0	530245.0	1005015.0	80297.0	796118.0	2617027.0	738677.0	1346760.0	24751.0	552573.0	1709198.0	647280.0	2800659.0	2606486.0	826074.0	2481394.0	180167.0	629395.0	187713.0	1536876.0	4475999.0	55929.0	21447.0	226782.0	93273.0	270748.0	23603.0	142095.0	162093.0	231750.0	196336.0	120172.0	2067.0	989357.0	970291.0	321467.0	1389528.0	27752.0	9797.0	372724.0	1514008.0	37411.0	106557.0	40103.0	667127.0	107658.0	27863.0	397138.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_histicola 	0	0	0	0	0	0	0	0	0	0	0	0	0	654.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_885 	0	0	3680.0	5533.0	52574.0	285801.0	0	0	78567.0	46997.0	0	7850.0	252.0	208010.0	788.0	53564.0	247928.0	76008.0	42621.0	0	443596.0	0	84356.0	39892.0	166506.0	28689.0	89465.0	3273.0	8411.0	33096.0	26302.0	105890.0	12532.0	3141.0	74786.0	0	10553.0	0	1410.0	7709.0	19713.0	2478.0	8332.0	0	22031.0	23948.0	30455.0	53564.0	1797.0	0	15169.0	0	9606.0	4049.0	0	5120.0	0	0	2788.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_AM42_24 	0	0	51481.0	16543.0	13276.0	13089.0	62548.0	55858.0	28346.0	488.0	0	4311.0	2150.0	111585.0	8733.0	49129.0	49917.0	54434.0	68874.0	3296.0	95935.0	73398.0	37159.0	161265.0	12311.0	157552.0	205695.0	13017.0	97466.0	17542.0	67342.0	71921.0	2784.0	1010.0	186297.0	16201.0	7588.0	0	8447.0	22960.0	53791.0	8033.0	15605.0	0	60677.0	20164.0	270375.0	78138.0	479.0	2842.0	12304.0	256911.0	0	1966.0	3642.0	686.0	682.0	10459.0	55365.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_1092 	0	0	8757.0	33407.0	21161.0	17265.0	0	2686.0	267526.0	0	0	6010.0	113471.0	126865.0	3574.0	106027.0	216238.0	39181.0	0	838.0	10465.0	0	8304.0	30899.0	66580.0	33767.0	152707.0	9920.0	36998.0	504.0	70777.0	139977.0	2713.0	0	0	0	20576.0	0	4559.0	13596.0	73043.0	2869.0	2632.0	0	17499.0	27992.0	34442.0	1050.0	689.0	0	1547.0	0	5616.0	16370.0	4194.0	38073.0	36888.0	1100.0	22035.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_279 	44645.0	2302980.0	45699.0	2504.0	0	41148.0	0	315318.0	63673.0	135052.0	95568.0	6594.0	34817.0	6503.0	0	4470.0	141181.0	133815.0	27913.0	2016.0	19139.0	75543.0	14939.0	35237.0	139689.0	6930.0	1006.0	2590.0	101022.0	24180.0	5973.0	203175.0	9418.0	4906.0	0	242027.0	1200.0	17604.0	42259.0	20629.0	10164.0	31171.0	216339.0	0	41978.0	1609.0	14929.0	45820.0	70030.0	0	3163.0	161142.0	0	71935.0	37948.0	3079.0	1519.0	5484.0	213216.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_520 	0	0	521.0	156039.0	83916.0	1928650.0	0	173209.0	48859.0	0	0	11052.0	167371.0	14307.0	9061.0	348068.0	16284.0	63195.0	25579.0	2862.0	395321.0	581109.0	96242.0	127742.0	762027.0	250.0	409450.0	161920.0	147250.0	3417.0	75989.0	338523.0	95335.0	8010.0	2295.0	0	3483.0	144.0	0	119416.0	9152.0	5712.0	8811.0	10226.0	247255.0	25208.0	228.0	60076.0	8739.0	6666.0	45.0	111208.0	0	17415.0	5826.0	1323.0	5239.0	1511.0	15411.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_5226 	1938.0	0	0	80187.0	17989.0	12047.0	0	0	25051.0	0	0	10178.0	0	7289.0	0	0	11856.0	12897.0	0	0	53287.0	128600.0	1595.0	0	103827.0	0	283676.0	0	40627.0	8430.0	773.0	68787.0	0	36635.0	0	0	0	0	1140.0	0	5671.0	6679.0	0	0	0	0	0	25897.0	384.0	0	0	0	884.0	328.0	20402.0	0	392.0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_sp_CAG_873 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5291.0	0	0	0	0	9996.0	0	0	0	0	0	1217.0	0	0	0	17203.0	12071.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	72816.0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae|g__Prevotella|s__Prevotella_stercorea 	0	0	127097.0	73716.0	2299.0	74656.0	0	6345.0	1348.0	489638.0	846276.0	276645.0	315284.0	1209081.0	0	98161.0	132799.0	65760.0	9492.0	613.0	27029.0	7539.0	7599.0	370128.0	952303.0	247202.0	269581.0	41082.0	128993.0	286.0	56175.0	378734.0	13443.0	405494.0	0	95605.0	141932.0	1967.0	911.0	1998.0	5796.0	1555.0	287.0	767.0	11567.0	9761.0	160412.0	23461.0	874.0	228.0	37797.0	1952.0	29137.0	34586.0	85334.0	31750.0	2663.0	3996.0	519.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_finegoldii 	756.0	0	0	0	0	0	0	4487.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_putredinis 	42920.0	1628599.0	0	0	0	0	127.0	21397.0	0	0	149947.0	0	361.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	307.0	0	0	0	0	15145.0	2510.0	0	0	456.0	0	1244.0	0	0	609.0	0	0	0	0	32811.0	0	0	58.0	2724.0	0	0	0	5529.0	0	1839.0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Rikenellaceae|g__Alistipes|s__Alistipes_shahii 	16842.0	0	0	0	0	1652.0	5731.0	74192.0	0	290.0	1538.0	10423.0	1939.0	0	651.0	0	3067.0	0	1749.0	0	0	0	0	0	0	0	0	0	0	570.0	0	0	0	9403.0	24271.0	10664.0	0	53560.0	0	0	0	0	605.0	0	7748.0	0	0	16729.0	0	0	0	517.0	0	0	0	0	0	0	66.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_chinchillae 	584.0	0	0	0	0	0	0	546.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	109.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	575.0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_distasonis 	4031.0	688783.0	14738.0	0	0	23502.0	7453.0	60667.0	17456.0	2018.0	32621.0	20135.0	3137.0	0	5541.0	0	74748.0	13534.0	0	22443.0	16420.0	4787.0	0	4524.0	4583.0	3835.0	0	0	993.0	44654.0	0	3489.0	0	124053.0	45734.0	242933.0	0	36385.0	0	6891.0	11815.0	0	19128.0	0	8111.0	0	396.0	47975.0	0	1343.0	0	73172.0	0	0	43927.0	19124.0	1714.0	2341.0	23029.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_goldsteinii 	0	9101.0	0	0	0	0	0	5040.0	0	0	0	0	0	0	0	0	1027.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	290.0	0	2084.0	0	12664.0	0	23034.0	0	0	0	0	0	13567.0	0	0	0	0	0	0	0	2463.0	0	0	1062.0	0	0	0	298.0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_gordonii 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3350.0	0	0	0	0	0	0	1955.0	0	0	0	0
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae|g__Parabacteroides|s__Parabacteroides_merdae 	3290.0	0	0	0	0	4113.0	0	460832.0	0	425.0	27831.0	0	0	0	0	0	81881.0	0	0	0	4916.0	0	0	0	11983.0	0	0	0	59.0	0	0	11886.0	0	0	25255.0	115068.0	0	78587.0	0	117.0	1743.0	0	0	0	1020.0	0	0	0	0	0	0	5827.0	0	0	0	0	0	0	0
k__Bacteria|p__Candidatus_Melainabacteria|c__Candidatus_Melainabacteria_unclassified|o__Candidatus_Gastranaerophilales|f__Candidatus_Gastranaerophilales_unclassified|g__Candidatus_Gastranaerophilales_unclassified|s__Candidatus_Gastranaerophilales_bacterium_HUM_9 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37591.0	0	0	0	0	194.0	0	0	0	105.0	0	0	0	0	0	0	0	0	0	0	0	0	40.0	0	0	0	0	0	0	0	0	7442.0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillaceae|g__Bacillus|s__Bacillus_thermoamylovorans 	0	0	0	0	0	0	0	882.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	58.0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_haemolysans 	0	0	0	0	0	1753.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_morbillorum 	0	0	0	0	0	1278.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Bacillales_unclassified|g__Gemella|s__Gemella_sanguinis 	0	0	0	0	0	2915.0	0	0	0	189.0	0	0	0	2473.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Planococcaceae|g__Kurthia|s__Kurthia_sp_11kri321 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1069.0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Bacillales|f__Staphylococcaceae|g__Macrococcus|s__Macrococcus_caseolyticus 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	93.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_casseliflavus 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1136.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5174.0	0	0	7149.0	0	0	0	0	0	0	0	0	0	0	0	0	0	4200.0	15231.0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_cecorum 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	736.0	0	0	0	0	0	0	0	2070.0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecalis 	1855.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6841.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9064.0	0	602.0	0	0	0	0	0	0	0	0	0	12338.0	0	0	0	992.0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_faecium 	22637.0	0	0	0	0	0	0	627.0	0	0	0	0	0	0	0	0	0	0	0	154344.0	0	0	0	0	0	0	0	0	0	17682.0	0	0	0	0	0	0	1465.0	179976.0	6498.0	10766.0	0	0	932.0	142.0	1190.0	0	385.0	0	0	267.0	0	49885.0	17313.0	2558.0	15782.0	6965.0	3832.0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_gallinarum 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	941.0	0	0	0	0	0	0	0	0	0	1270.0	0	0	0	2852.0	743.0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_hirae 	21047.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	292695.0	0	0	0	0	0	0	0	0	0	39822.0	0	0	0	0	0	0	3299.0	60960.0	42812.0	11206.0	0	0	917.0	182.0	0	0	0	0	224.0	10120.0	0	54997.0	2572.0	1589.0	8447.0	655.0	3256.0	10073.0	14680.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Enterococcaceae|g__Enterococcus|s__Enterococcus_saccharolyticus 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3373.0	0	0	0	0	0	0	0	0	0	0	0	0	0	2417.0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_agilis 	1327.0	0	0	0	0	0	0	952.0	0	0	0	0	0	0	0	0	0	0	0	1906.0	0	4208.0	0	0	0	23228.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	703.0	0	0	67169.0	0	0	0	0	2145.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_animalis 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	237.0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_crispatus 	0	0	0	0	0	0	0	172866.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_delbrueckii 	0	0	0	0	0	0	0	0	926.0	0	0	0	0	0	0	0	0	0	0	0	0	408.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	319.0	0	0	3546.0	7042.0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_fermentum 	0	0	0	0	0	0	0	1764.0	0	0	0	0	0	0	0	0	0	0	0	730.0	0	1072.0	0	0	0	0	296.0	0	0	0	0	0	0	0	2758.0	157484.0	0	109304.0	0	0	0	0	0	0	678.0	1573.0	0	0	0	0	16239.0	14291.0	0	103.0	0	3650.0	2694.0	0	1380.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_mucosae 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	493.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	188.0	189.0	165.0	17929.0	9992.0	0	0	0	0	0	3597.0	0	0	0	0	0	0	0	1955.0	0	0	0	493.0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_oris 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	449.0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_pontis 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_reuteri 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1834.0	0	0	0	0	0	0	0	35524.0	0	0	0	0	0	0	0	8829.0	0	0	0	0	0	0	0	0	0	7612.0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_rogosae 	0	562.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2858.0	0	0	0	0	0	713.0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_ruminis 	0	0	0	0	2552.0	0	0	0	0	0	0	0	0	0	0	0	0	67106.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	67531.0	0	0	0	0	0	0	0	129553.0	0	1374.0	0	269.0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Lactobacillus|s__Lactobacillus_salivarius 	0	0	0	0	0	0	0	7885.0	0	0	0	0	0	0	0	0	0	0	0	1252.0	0	0	0	0	0	32.0	0	0	0	0	0	0	0	0	0	0	0	3707.0	0	460.0	0	0	0	0	0	897.0	16598.0	295.0	0	0	462.0	0	0	0	0	0	0	0	2646.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_acidilactici 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	169.0	0	0	0	0	0	0	2852.0	0	0	0	0	0	436.0	0	0	0	0	0	0	0	6793.0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae|g__Pediococcus|s__Pediococcus_pentosaceus 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7948.0	0	10252.0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_cibaria 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	227.0	0	0	0	0	0	0	0	0	0	0	0	0	1144.0	527.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28806.0	1071.0	0	932.0	0	2091.0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_confusa 	1308.0	3049.0	0	0	2903.0	0	0	4089.0	0	1144.0	2104.0	0	260.0	0	0	0	847.0	0	3603.0	23535.0	0	9428.0	0	0	0	0	6635.0	0	970.0	0	0	34504.0	0	0	36120.0	40520.0	840.0	0	27165.0	246.0	4810.0	95.0	675.0	0	0	1110.0	2149.0	0	0	0	64194.0	5234.0	0	6694.0	474.0	60514.0	0	1508.0	4664.0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae|g__Weissella|s__Weissella_paramesenteroides 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2578.0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_lactis 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	33539.0	0	0	0	0	0	0	443.0	0	0	0	0	0	0	0	876.0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Lactococcus|s__Lactococcus_petauri 	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2181.0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_anginosus_group 	0	0	0	0	0	3239.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2522.0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_cristatus 	0	0	0	0	0	831.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gallolyticus 	0	10704.0	0	0	0	0	0	0	38726.0	0	0	0	0	0	0	0	0	0	0	0	55.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Streptococcaceae|g__Streptococcus|s__Streptococcus_gordonii 	0	0	0	0	0	779.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	270.0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2120.0	0	0	0	0	0	0	0	0	0	0	0
