#mpa_v30_CHOCOPhlAn_201901
#/home/allie/src/miniconda3/envs/bf_its/bin/metaphlan SRR13378607.uniq.fa.gz --input_type fasta --nproc 8 -t rel_ab_w_read_stats --biom ../SRR13378607.biom -o ../SRR13378607.metaphlan.out
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:6108047
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	97.91373	2.15049	6018446
k__Archaea	2157	2.04961	0.04502	79561
k__Eukaryota	2759	0.03666	0.00081	10040
k__Bacteria|p__Firmicutes	2|1239	78.45627	1.72314	4802982
k__Bacteria|p__Actinobacteria	2|201174	10.52781	0.23122	521986
k__Bacteria|p__Bacteroidetes	2|976	6.41203	0.14083	412878
k__Bacteria|p__Proteobacteria	2|1224	2.51762	0.05529	280600
k__Archaea|p__Euryarchaeota	2157|28890	2.04961	0.04502	79561
k__Eukaryota|p__Ascomycota	2759|4890	0.03666	0.00081	10040
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	61.02508	1.3403	3910966
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	10.51144	0.23086	521162
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	7.78959	0.17108	391099
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	6.98013	0.15331	366275
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	6.41203	0.14083	412878
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	2.47516	0.05436	278787
k__Archaea|p__Euryarchaeota|c__Methanobacteria	2157|28890|183925	2.04961	0.04502	79561
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	1.68018	0.0369	72284
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	0.98129	0.02155	62358
k__Eukaryota|p__Ascomycota|c__Saccharomycetes	2759|4890|4891	0.03666	0.00081	10040
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.0338	0.00074	1299
k__Bacteria|p__Actinobacteria|c__Actinobacteria	2|201174|1760	0.01636	0.00036	824
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.00867	0.00019	514
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	61.02508	1.3403	3910966
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	8.47594	0.18616	407439
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	7.74113	0.17002	388839
