#mpa_v30_CHOCOPhlAn_201901
#/home/allie/src/miniconda3/envs/bf_its/bin/metaphlan SRR13378630.uniq.fa.gz --input_type fasta --nproc 8 -t rel_ab_w_read_stats --biom ../SRR13378630.biom -o ../SRR13378630.metaphlan.out
#SampleID	Metaphlan_Analysis
#estimated_reads_mapped_to_known_clades:2466406
#clade_name	clade_taxid	relative_abundance	coverage	estimated_number_of_reads_from_the_clade
k__Bacteria	2	100.0	0.79394	2466406
k__Bacteria|p__Firmicutes	2|1239	48.84983	0.38784	1034340
k__Bacteria|p__Bacteroidetes	2|976	28.92387	0.22964	851035
k__Bacteria|p__Actinobacteria	2|201174	13.08516	0.10389	232137
k__Bacteria|p__Proteobacteria	2|1224	9.04239	0.07179	346471
k__Bacteria|p__Fusobacteria	2|32066	0.08228	0.00065	1744
k__Bacteria|p__Lentisphaerae	2|256845	0.01647	0.00013	679
k__Bacteria|p__Firmicutes|c__Clostridia	2|1239|186801	38.67774	0.30708	843160
k__Bacteria|p__Bacteroidetes|c__Bacteroidia	2|976|200643	28.92387	0.22964	851035
k__Bacteria|p__Actinobacteria|c__Coriobacteriia	2|201174|84998	13.08516	0.10389	232137
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria	2|1224|1236	8.65564	0.06872	340249
k__Bacteria|p__Firmicutes|c__Bacilli	2|1239|91061	5.88981	0.04676	103011
k__Bacteria|p__Firmicutes|c__Negativicutes	2|1239|909932	1.9606	0.01557	35554
k__Bacteria|p__Firmicutes|c__Erysipelotrichia	2|1239|526524	1.44767	0.01149	35053
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified	2|1239|	0.87401	0.00694	17562
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria	2|1224|29547	0.34747	0.00276	5004
k__Bacteria|p__Fusobacteria|c__Fusobacteriia	2|32066|203490	0.08228	0.00065	1744
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria	2|1224|28221	0.03928	0.00031	1218
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria	2|256845|1313211	0.01647	0.00013	679
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales	2|1239|186801|186802	38.67774	0.30708	843160
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales	2|976|200643|171549	28.92387	0.22964	851035
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales	2|201174|84998|84999	11.16312	0.08863	193959
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales	2|1224|1236|91347	8.07445	0.06411	330587
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales	2|1239|91061|186826	5.88981	0.04676	103011
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales	2|1239|909932|1843488	1.93001	0.01532	35044
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales	2|201174|84998|1643822	1.92204	0.01526	38178
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales	2|1239|526524|526525	1.44767	0.01149	35053
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified	2|1239||	0.87401	0.00694	17562
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales	2|1224|1236|135625	0.5812	0.00461	9662
k__Bacteria|p__Proteobacteria|c__Epsilonproteobacteria|o__Campylobacterales	2|1224|29547|213849	0.34747	0.00276	5004
k__Bacteria|p__Fusobacteria|c__Fusobacteriia|o__Fusobacteriales	2|32066|203490|203491	0.08228	0.00065	1744
k__Bacteria|p__Proteobacteria|c__Deltaproteobacteria|o__Desulfovibrionales	2|1224|28221|213115	0.03928	0.00031	1218
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Veillonellales	2|1239|909932|1843489	0.03058	0.00024	510
k__Bacteria|p__Lentisphaerae|c__Lentisphaeria|o__Victivallales	2|256845|1313211|278082	0.01647	0.00013	679
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Prevotellaceae	2|976|200643|171549|171552	26.25816	0.20847	747158
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Lachnospiraceae	2|1239|186801|186802|186803	24.80778	0.19696	573513
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Coriobacteriales|f__Coriobacteriaceae	2|201174|84998|84999|84107	11.15513	0.08856	193803
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Enterobacterales|f__Enterobacteriaceae	2|1224|1236|91347|543	8.07445	0.06411	330587
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Ruminococcaceae	2|1239|186801|186802|541000	6.96111	0.05527	161042
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Eubacteriaceae	2|1239|186801|186802|186806	5.16354	0.041	82680
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Leuconostocaceae	2|1239|91061|186826|81850	3.50242	0.02781	62605
k__Bacteria|p__Firmicutes|c__Negativicutes|o__Acidaminococcales|f__Acidaminococcaceae	2|1239|909932|1843488|909930	1.93001	0.01532	35044
k__Bacteria|p__Actinobacteria|c__Coriobacteriia|o__Eggerthellales|f__Eggerthellaceae	2|201174|84998|1643822|1643826	1.92204	0.01526	38178
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Bacteroidaceae	2|976|200643|171549|815	1.9092	0.01516	79224
k__Bacteria|p__Firmicutes|c__Bacilli|o__Lactobacillales|f__Lactobacillaceae	2|1239|91061|186826|33958	1.88933	0.015	29681
k__Bacteria|p__Firmicutes|c__Clostridia|o__Clostridiales|f__Oscillospiraceae	2|1239|186801|186802|216572	1.67682	0.01331	24241
k__Bacteria|p__Firmicutes|c__Erysipelotrichia|o__Erysipelotrichales|f__Erysipelotrichaceae	2|1239|526524|526525|128827	1.44767	0.01149	35053
k__Bacteria|p__Firmicutes|c__Firmicutes_unclassified|o__Firmicutes_unclassified|f__Firmicutes_unclassified	2|1239|||	0.87401	0.00694	17562
k__Bacteria|p__Proteobacteria|c__Gammaproteobacteria|o__Pasteurellales|f__Pasteurellaceae	2|1224|1236|135625|712	0.5812	0.00461	9662
k__Bacteria|p__Bacteroidetes|c__Bacteroidia|o__Bacteroidales|f__Tannerellaceae	2|976|200643|171549|2005525	0.47357	0.00376	19124
